epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
92,10424.4,0.71223,1.05004,0.7308,0.94812,0,0.43791,0.4698,0.44393,0.30587,0.44084,0.46731,0.43701,0.25347,1.18996,1.79307,2.06571,1.33982,0,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,10534.3,0.71079,1.03406,0.71415,0.93569,0,0.39463,0.48063,0.43633,0.29955,0.39148,0.47,0.42804,0.25135,1.19703,1.80676,2.071,1.34905,0,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,10647.5,0.70938,1.06553,0.72662,0.9418,0,0.43443,0.50644,0.45551,0.30791,0.42349,0.49008,0.43851,0.25287,1.17282,1.80079,2.11692,1.32342,0,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,10761.8,0.69858,1.05138,0.7027,0.93614,0,0.45411,0.4764,0.46421,0.30983,0.44797,0.46414,0.44307,0.25691,1.17915,1.80221,2.0925,1.32816,0,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,10883.5,0.69338,1.04039,0.68818,0.93729,0,0.49408,0.47621,0.47108,0.31965,0.4855,0.462,0.45164,0.26546,1.1765,1.80895,2.09263,1.33074,0,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,11004.4,0.6976,1.03494,0.69019,0.93737,0,0.43424,0.48067,0.45223,0.30283,0.41886,0.46519,0.43482,0.25324,1.18567,1.80264,2.1748,1.33124,0,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,11131.4,0.69628,1.04141,0.68792,0.93475,0,0.47301,0.45158,0.43836,0.30338,0.4731,0.44728,0.43753,0.25723,1.1741,1.8121,2.15713,1.3361,0,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,11252.1,0.69541,1.03057,0.70049,0.93812,0,0.4445,0.50013,0.46772,0.31798,0.53977,0.44093,0.4583,0.26887,1.17907,1.78773,2.00574,1.32565,0,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,11379.8,0.68165,1.0068,0.68661,0.93301,0,0.48461,0.43995,0.44716,0.30756,0.48396,0.43677,0.44023,0.2616,1.18347,1.79928,2.09526,1.33248,0,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,11498.9,0.67944,1.01263,0.6648,0.92721,0,0.53594,0.42197,0.43717,0.30607,0.53061,0.40482,0.42492,0.25513,1.20377,1.84024,2.1089,1.35071,0,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,11621.8,0.67129,1.00579,0.6677,0.92862,0,0.44533,0.50914,0.45217,0.31085,0.43697,0.50447,0.43969,0.26252,1.15939,1.81708,2.1082,1.32361,0,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,11744.9,0.67446,1.00454,0.66195,0.92813,0,0.40712,0.50628,0.45084,0.30443,0.44279,0.4892,0.42654,0.24846,1.15155,1.82312,2.10792,1.30976,0,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,11858,0.66978,1.00453,0.66384,0.92853,0,0.42288,0.45491,0.43417,0.29906,0.41257,0.45118,0.41737,0.24935,1.1589,1.84335,2.09811,1.31579,0,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,11967.4,0.66589,1.01384,0.66042,0.92181,0,0.43271,0.43703,0.43571,0.29789,0.44454,0.41437,0.42772,0.24762,1.159,1.86146,2.10918,1.30689,0,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,12077.5,0.66005,0.9943,0.64804,0.91735,0,0.37427,0.50403,0.44386,0.29567,0.36626,0.49251,0.42901,0.24804,1.1882,1.85405,2.16881,1.34834,0,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,12190.6,0.65034,0.98302,0.63548,0.91902,0,0.43471,0.47366,0.42831,0.28828,0.43385,0.47058,0.4253,0.25086,1.18843,1.87429,2.18767,1.34052,0,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,12307.6,0.65711,0.97925,0.64747,0.91831,0,0.38664,0.51733,0.45798,0.30082,0.38533,0.50699,0.44484,0.25103,1.15892,1.85876,2.16088,1.3138,0,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,12426,0.6584,1.00073,0.63672,0.91326,0,0.43078,0.52056,0.4531,0.30361,0.42532,0.51962,0.445,0.25598,1.16945,1.84143,2.11015,1.3383,0,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,12541.2,0.65135,0.96572,0.62989,0.91985,0,0.47253,0.47473,0.4396,0.29557,0.45512,0.46794,0.42446,0.24585,1.16538,1.86706,2.11664,1.31699,0,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,12659.9,0.65447,0.99853,0.65556,0.92126,0,0.44217,0.45124,0.43357,0.29375,0.43184,0.44243,0.42163,0.24654,1.18287,1.88695,2.12776,1.32701,0,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,12794.6,0.64984,0.97665,0.62662,0.90932,0,0.47806,0.43793,0.42525,0.28995,0.4804,0.43863,0.41921,0.23861,1.17854,1.84817,2.24752,1.33136,0,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,12942.7,0.63835,0.98935,0.62177,0.91277,0,0.38334,0.51932,0.46375,0.30668,0.39039,0.49276,0.44502,0.25546,1.18019,1.84301,2.15386,1.35058,0,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,13061.3,0.62904,0.95081,0.6092,0.90705,0,0.41502,0.51762,0.45308,0.30828,0.39943,0.49084,0.42913,0.25232,1.16048,1.86025,2.17888,1.33363,0,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,13175,0.63316,0.94794,0.61007,0.91246,0,0.46015,0.47391,0.43608,0.30099,0.45817,0.47167,0.43035,0.24505,1.16356,1.88844,2.11484,1.35012,0,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,13285.6,0.61932,0.92822,0.60002,0.90595,0,0.45463,0.45685,0.45986,0.30661,0.45042,0.45173,0.44992,0.25526,1.17322,1.90061,2.13083,1.35362,0,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,13400.1,0.62273,0.93665,0.60207,0.90619,0,0.44957,0.48629,0.46763,0.31879,0.44513,0.47881,0.45432,0.2665,1.16028,1.90942,2.07005,1.33926,0,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,13515.7,0.62576,0.9512,0.59453,0.90535,0,0.51617,0.46342,0.48189,0.33722,0.50795,0.45259,0.46749,0.27584,1.16109,1.90294,2.08778,1.32913,0,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,13628,0.62298,0.94953,0.59062,0.90344,0,0.43507,0.53193,0.47351,0.32565,0.42351,0.51845,0.45493,0.26547,1.16016,1.88366,2.09568,1.34564,0,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,13733.3,0.6284,0.93559,0.59679,0.90508,0,0.43859,0.51441,0.46018,0.31853,0.44277,0.51164,0.45348,0.26002,1.15914,1.96773,2.12874,1.33252,0,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,13842.5,0.6184,0.93511,0.57224,0.90605,0,0.43324,0.52491,0.47156,0.32594,0.42542,0.51079,0.45458,0.26782,1.15611,1.89533,2.11756,1.3283,0,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,13950.8,0.59972,0.91646,0.58054,0.8988,0,0.48937,0.46358,0.4629,0.32287,0.491,0.45753,0.45669,0.2721,1.14364,1.87724,2.1392,1.32057,0,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,14056.8,0.62263,0.9433,0.58244,0.90305,0,0.46974,0.47074,0.45029,0.31381,0.46149,0.45401,0.43816,0.26051,1.14067,1.90379,2.14853,1.32715,0,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,14162.8,0.60305,0.91727,0.57047,0.89784,0,0.47608,0.46248,0.45165,0.30978,0.47469,0.46056,0.44999,0.26286,1.1742,1.94373,2.17748,1.35364,0,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,14284.7,0.60228,0.91769,0.5644,0.89604,0,0.42088,0.50141,0.44586,0.31363,0.4352,0.4845,0.43827,0.25962,1.16128,1.88168,2.1258,1.35013,0,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,14401,0.6098,0.92525,0.57224,0.90407,0,0.4185,0.53409,0.45371,0.31495,0.41654,0.52564,0.44365,0.26266,1.14998,1.91874,2.12319,1.3323,0,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,14512.4,0.59711,0.92469,0.56092,0.89175,0,0.50817,0.45982,0.43209,0.29559,0.47807,0.44967,0.42098,0.2457,1.15603,1.88486,2.17869,1.33114,0,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,14619.5,0.59238,0.8844,0.54666,0.89317,0,0.43467,0.51907,0.44401,0.30084,0.43862,0.51051,0.43398,0.25265,1.17343,1.93889,2.21603,1.34517,0,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,14733.4,0.60162,0.91128,0.56485,0.89968,0,0.47853,0.49778,0.46077,0.31231,0.46967,0.48813,0.44648,0.26004,1.14936,1.90109,2.09717,1.34052,0,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,14841.7,0.58994,0.89736,0.55436,0.89149,0,0.4372,0.49623,0.4527,0.31233,0.45054,0.46981,0.43924,0.25756,1.13887,1.92264,2.09481,1.33538,0,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,14947.4,0.59536,0.92276,0.54919,0.89355,0,0.41067,0.51224,0.43818,0.30603,0.41076,0.47704,0.4265,0.25424,1.15239,1.91721,2.17366,1.33903,0,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,15054.9,0.58012,0.89797,0.54074,0.88565,0,0.50589,0.43519,0.45271,0.31398,0.47663,0.45074,0.44054,0.26164,1.16973,1.94611,2.12581,1.34759,0,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,15158.9,0.5779,0.90005,0.54894,0.88868,0,0.5086,0.46935,0.45963,0.32533,0.50808,0.46684,0.45578,0.26801,1.14905,1.92906,2.10389,1.33385,0,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,15275.2,0.58486,0.9141,0.53783,0.88872,0,0.40783,0.50759,0.45263,0.31876,0.39609,0.48923,0.43264,0.26238,1.15356,1.89194,2.16019,1.34101,0,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,15385.7,0.58652,0.89703,0.54893,0.88882,0,0.49956,0.46167,0.45467,0.32875,0.48729,0.44803,0.44482,0.26386,1.14807,1.9342,2.1229,1.34075,0,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,15488.1,0.57222,0.87751,0.54732,0.88446,0,0.40882,0.50797,0.43877,0.31246,0.40496,0.49894,0.43223,0.25682,1.14123,1.92951,2.08948,1.33492,0,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,15589.4,0.57738,0.9022,0.54074,0.88616,0,0.37716,0.49167,0.43096,0.30536,0.37367,0.48212,0.41974,0.24738,1.13673,1.95427,2.09289,1.34037,0,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,15690.7,0.56608,0.8779,0.53119,0.88208,0,0.41656,0.47559,0.44774,0.3183,0.42524,0.45345,0.43723,0.25876,1.13053,1.90485,2.10816,1.32282,0,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,15791.6,0.56412,0.88117,0.52523,0.88289,0,0.42769,0.48028,0.43775,0.31275,0.42353,0.47626,0.4268,0.25353,1.13328,1.94136,2.13621,1.32642,0,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,15894,0.55938,0.86991,0.52039,0.8816,0,0.40306,0.46632,0.42419,0.29611,0.40555,0.46848,0.41913,0.25071,1.13374,1.97015,2.1628,1.32944,0,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,15995.8,0.56123,0.86722,0.51058,0.88126,0,0.45621,0.49557,0.44329,0.30291,0.4539,0.49052,0.43407,0.2579,1.15098,1.8947,2.13351,1.35691,0,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,16096.7,0.56274,0.8785,0.52572,0.88184,0,0.45342,0.48024,0.45193,0.31786,0.44594,0.47265,0.43925,0.25643,1.15157,1.91149,2.13294,1.35778,0,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,16197.8,0.55525,0.8843,0.52302,0.88152,0,0.3842,0.48683,0.42986,0.30917,0.38066,0.4819,0.42045,0.25066,1.14441,1.90358,2.18827,1.34801,0,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,16298.2,0.55487,0.85393,0.51591,0.87784,0,0.45356,0.47636,0.44191,0.30438,0.44353,0.46753,0.42191,0.25149,1.13512,1.94411,2.13985,1.33783,0,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,16399.2,0.55471,0.8588,0.50574,0.87834,0,0.42878,0.46293,0.44213,0.31486,0.4271,0.45365,0.42703,0.25781,1.12947,1.96136,2.11349,1.33113,0,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,16501.7,0.55504,0.87199,0.51683,0.88109,0,0.43514,0.47866,0.44426,0.31832,0.43467,0.4673,0.43386,0.25782,1.13769,1.96054,2.13458,1.32954,0,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,16604.1,0.55432,0.8549,0.50975,0.87445,0,0.52315,0.43181,0.43331,0.30175,0.51665,0.42744,0.4177,0.25015,1.16273,1.94406,2.19752,1.34908,0,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,16706,0.55008,0.84347,0.50795,0.87879,0,0.39297,0.48269,0.43817,0.30488,0.38911,0.4764,0.42399,0.24795,1.16643,1.9996,2.23761,1.35369,0,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,16806.8,0.54123,0.85908,0.50339,0.87876,0,0.37883,0.49063,0.45246,0.30707,0.50238,0.41002,0.43545,0.25483,1.17789,1.96081,2.25557,1.36544,0,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,16907.6,0.53929,0.84585,0.49053,0.8761,0,0.40488,0.50755,0.44585,0.30898,0.40096,0.48567,0.43185,0.2536,1.15134,1.98714,2.1847,1.33299,0,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,17009,0.54029,0.83824,0.494,0.87753,0,0.42134,0.46407,0.44442,0.30548,0.43384,0.45678,0.43265,0.25238,1.16246,1.96962,2.18345,1.3526,0,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,17111.6,0.54316,0.85604,0.48898,0.87013,0,0.38082,0.53538,0.45333,0.31688,0.37671,0.49366,0.43611,0.25966,1.14471,2.01216,2.17517,1.34047,0,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,17213.5,0.54364,0.84759,0.49332,0.87316,0,0.45965,0.49913,0.44771,0.30967,0.45286,0.47925,0.43765,0.25822,1.14868,2.02662,2.17204,1.34592,0,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,17314.5,0.53698,0.84798,0.50128,0.87559,0,0.44796,0.48834,0.44721,0.3153,0.46303,0.47071,0.44102,0.25583,1.14753,2.00207,2.17667,1.34529,0,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,17415,0.52926,0.82899,0.49033,0.87217,0,0.48581,0.48753,0.44386,0.30778,0.4809,0.47747,0.43568,0.256,1.14177,1.99767,2.19237,1.34634,0,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,17516.9,0.52709,0.82863,0.47265,0.86781,0,0.44146,0.47381,0.43952,0.30238,0.41739,0.47179,0.43494,0.25155,1.13482,2.01979,2.2095,1.34248,0,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,17618.5,0.52931,0.83111,0.47409,0.86684,0,0.40347,0.49199,0.44509,0.31454,0.39729,0.4841,0.43548,0.25501,1.14524,2.04179,2.22183,1.34581,0,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,17720.6,0.52394,0.83081,0.48581,0.86833,0,0.45144,0.49772,0.43602,0.30472,0.44124,0.47493,0.42757,0.24936,1.15047,2.044,2.22306,1.34492,0,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,17822.2,0.5286,0.82617,0.48223,0.86593,0,0.42431,0.5225,0.45047,0.31191,0.44811,0.47085,0.4344,0.25561,1.14318,2.01067,2.18769,1.34463,0,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,17923.2,0.52697,0.81741,0.48317,0.86769,0,0.39064,0.50963,0.44625,0.31149,0.44178,0.43697,0.43348,0.25674,1.16322,2.01288,2.20488,1.3801,0,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,18024.1,0.50802,0.80801,0.4577,0.86176,0,0.3993,0.48665,0.43306,0.29723,0.39904,0.4739,0.42444,0.24448,1.16161,2.03925,2.2706,1.37207,0,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,18124.9,0.522,0.80615,0.46547,0.86391,0,0.41601,0.48614,0.43392,0.30141,0.41264,0.47881,0.42548,0.24993,1.14769,2.03457,2.27266,1.35206,0,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,18226.2,0.51724,0.81284,0.47032,0.86467,0,0.40835,0.51462,0.44164,0.30739,0.44019,0.48571,0.42581,0.25663,1.14407,2.04574,2.24805,1.35434,0,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,18327.8,0.51361,0.81508,0.46384,0.86733,0,0.45199,0.49899,0.45411,0.31653,0.46978,0.45286,0.44025,0.26393,1.16313,2.02328,2.2524,1.38229,0,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,18428.9,0.5117,0.81754,0.46976,0.86324,0,0.4702,0.50615,0.43738,0.30267,0.4673,0.48175,0.42255,0.25382,1.16598,2.05754,2.26923,1.3803,0,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,18530.1,0.5143,0.82375,0.46788,0.86316,0,0.42447,0.51711,0.44649,0.30933,0.41183,0.48891,0.42866,0.2518,1.17151,2.07436,2.27064,1.37968,0,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,18630.8,0.50463,0.80331,0.4561,0.8605,0,0.41737,0.49371,0.44964,0.30916,0.40504,0.46118,0.43467,0.25235,1.1702,2.06833,2.22577,1.38228,0,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,18731.5,0.50877,0.81025,0.45566,0.86351,0,0.40698,0.49159,0.44932,0.31253,0.40397,0.4827,0.43734,0.25826,1.17532,2.07682,2.24043,1.38199,0,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
